"datum","zaehlstelle","uhrzeit_start","uhrzeit_ende","richtung_1","richtung_2","gesamt","min.temp","max.temp","niederschlag","bewoelkung","sonnenstunden","kommentar"
2022-02-27,"Hirsch","00:00","23:59",282,267,549,-2.1,6.1,0,14,9.5,NA
2022-02-28,"Hirsch","00:00","23:59",571,566,1137,-3.3,6.3,0,0,10.6,NA
2022-03-01,"Hirsch","00:00","23:59",584,582,1166,-4,7.4,0,16,10.7,NA
2022-03-02,"Hirsch","00:00","23:59",577,613,1190,-3.8,5.8,0,71,4.1,NA
2022-03-03,"Hirsch","00:00","23:59",665,682,1347,-3.8,9.2,0,14,10.1,NA
2022-03-04,"Hirsch","00:00","23:59",547,527,1074,-3.7,6.3,0,8,10.8,NA
2022-03-05,"Hirsch","00:00","23:59",279,263,542,-4.5,5,0,36,7,NA
2022-03-06,"Hirsch","00:00","23:59",315,289,604,-3.5,4.8,0,65,8.2,NA
2022-03-07,"Hirsch","00:00","23:59",647,635,1282,-3.1,1.6,0,64,3.2,NA
2022-03-08,"Hirsch","00:00","23:59",770,764,1534,-4.3,7.4,0,25,10.3,NA
2022-03-09,"Hirsch","00:00","23:59",846,824,1670,-3.9,11.9,0,15,11.3,NA
2022-03-10,"Hirsch","00:00","23:59",899,915,1814,-2.6,12.3,0,0,11.3,NA
2022-03-11,"Hirsch","00:00","23:59",697,728,1425,-2.4,10.1,0,13,11,NA
2022-03-12,"Hirsch","00:00","23:59",591,558,1149,-2.2,12.9,0,66,10.5,NA
2022-03-13,"Hirsch","00:00","23:59",646,622,1268,-2,15.3,0,0,11.4,NA
2022-03-14,"Hirsch","00:00","23:59",943,985,1928,1.6,15.1,0,73,10,NA
2022-03-15,"Hirsch","00:00","23:59",730,748,1478,3.9,11.9,3.3,96,0.2,NA
2022-03-16,"Hirsch","00:00","23:59",796,826,1622,4.6,10.3,0,81,1.6,NA
2022-03-17,"Hirsch","00:00","23:59",863,886,1749,3.3,9.2,0,79,0,NA
2022-03-18,"Hirsch","00:00","23:59",760,800,1560,4.2,11.8,0,100,7.9,NA
2022-03-19,"Hirsch","00:00","23:59",487,489,976,1,10.3,0,29,9.9,NA
2022-03-20,"Hirsch","00:00","23:59",642,624,1266,0.3,14.5,0,31,11.5,NA
2022-03-21,"Hirsch","00:00","23:59",990,968,1958,-1,14.4,0,33,11,NA
2022-03-22,"Hirsch","00:00","23:59",1105,1112,2217,-0.6,16.3,0,0,12,NA
2022-03-23,"Hirsch","00:00","23:59",1127,1162,2289,0.8,18.6,0,0,12,NA
2022-03-24,"Hirsch","00:00","23:59",1176,1222,2398,2.3,19.4,0,0,12,NA
2022-03-25,"Hirsch","00:00","23:59",1012,1022,2034,2.8,18.5,0,0,11.8,NA
2022-03-26,"Hirsch","00:00","23:59",690,719,1409,3,18.2,0,0,11.7,NA
2022-03-27,"Hirsch","00:00","23:59",768,795,1563,1.8,19.2,0,0,11.9,NA
2022-03-28,"Hirsch","00:00","23:59",1174,1210,2384,3.8,20.4,0,13,11.8,NA
2022-03-29,"Hirsch","00:00","23:59",1072,1134,2206,8.5,17.4,0,96,3.7,NA
2022-03-30,"Hirsch","00:00","23:59",752,754,1506,7.5,11.9,0.7,96,0,NA
2022-03-31,"Hirsch","00:00","23:59",676,713,1389,6,10.4,12,98,0.1,NA
2022-04-01,"Hirsch","00:00","23:59",322,319,641,0.2,6.3,10,94,0,NA
2022-04-02,"Hirsch","00:00","23:59",107,112,219,-1.5,0.3,7.4,94,0,NA
2022-04-03,"Hirsch","00:00","23:59",134,137,271,-1.7,2.3,0.1,89,2.7,NA
2022-04-04,"Hirsch","00:00","23:59",705,736,1441,-3.1,7.4,0.9,40,11.2,NA
2022-04-05,"Hirsch","00:00","23:59",475,477,952,2.9,9.6,2.6,96,0,NA
2022-04-06,"Hirsch","00:00","23:59",965,1004,1969,7.5,17.1,0,81,7.4,NA
2022-04-07,"Hirsch","00:00","23:59",652,769,1421,8.5,15.6,6.7,88,5.6,NA
2022-04-08,"Hirsch","00:00","23:59",355,380,735,6.1,15,6.4,91,0.6,NA
2022-04-09,"Hirsch","00:00","23:59",236,276,512,1.2,13.2,0,83,6.2,NA
2022-04-10,"Hirsch","00:00","23:59",224,238,462,1.7,8.3,0.1,85,5.3,NA
2022-04-11,"Hirsch","00:00","23:59",855,891,1746,0.2,14.7,0,80,12,NA
2022-04-12,"Hirsch","00:00","23:59",1060,1084,2144,2.9,19.7,0,96,11.6,NA
2022-04-13,"Hirsch","00:00","23:59",1083,1106,2189,5.1,21.3,0,90,11.6,NA
2022-04-14,"Hirsch","00:00","23:59",852,924,1776,8.5,22.7,3.9,75,12.6,NA
2022-04-15,"Hirsch","00:00","23:59",434,472,906,8.1,19.2,0,76,6.4,NA
2022-04-16,"Hirsch","00:00","23:59",334,324,658,3.1,11.2,0,50,4.1,NA
2022-04-17,"Hirsch","00:00","23:59",415,397,812,0.4,11.8,0,35,13.4,NA
2022-04-18,"Hirsch","00:00","23:59",450,510,960,0.7,14.2,0,63,13.5,NA
2022-04-19,"Hirsch","00:00","23:59",813,857,1670,3.7,15.3,0,78,6,NA
2022-04-20,"Hirsch","00:00","23:59",999,998,1997,1.3,13.6,0,6,13.5,NA
2022-04-21,"Hirsch","00:00","23:59",998,986,1984,3.2,16,0,23,11.1,NA
2022-04-22,"Hirsch","00:00","23:59",835,834,1669,4.6,16.1,0,83,9.4,NA
2022-04-23,"Hirsch","00:00","23:59",423,454,877,6.6,14.4,0.1,94,1.5,NA
2022-04-24,"Hirsch","00:00","23:59",291,299,590,7.7,13,3.9,99,1.1,NA
2022-04-25,"Hirsch","00:00","23:59",798,830,1628,7.8,16.1,2.4,83,3.8,NA
2022-04-26,"Hirsch","00:00","23:59",649,728,1377,5.6,11.6,9.3,90,1.4,NA
2022-04-27,"Hirsch","00:00","23:59",1057,1072,2129,5,14.1,0,60,6.1,NA
2022-04-28,"Hirsch","00:00","23:59",1317,1370,2687,3.5,17.1,0,5,12.9,NA
2022-04-29,"Hirsch","00:00","23:59",1073,1120,2193,3.4,18.8,0,64,11.1,NA
2022-04-30,"Hirsch","00:00","23:59",373,375,748,6.8,13.2,0.3,99,1.3,NA
2022-05-01,"Hirsch","00:00","23:59",297,327,624,5.6,12.7,0.7,83,0.8,NA
2022-05-02,"Hirsch","00:00","23:59",1194,1174,2368,4.3,17.8,0,85,8,NA
2022-05-03,"Hirsch","00:00","23:59",1147,1179,2326,7.8,20.1,4.1,75,7.1,NA
2022-05-04,"Hirsch","00:00","23:59",939,978,1917,9.8,19.6,6.6,99,5.1,NA
2022-05-05,"Hirsch","00:00","23:59",1012,1074,2086,8.3,19.4,7.2,88,7.5,NA
2022-05-06,"Hirsch","00:00","23:59",527,550,1077,10.3,13.2,1.9,96,0,NA
2022-05-07,"Hirsch","00:00","23:59",253,319,572,11.2,15.9,3.7,99,0.5,NA
2022-05-08,"Hirsch","00:00","23:59",493,477,970,10.3,17.4,0,99,0.4,NA
2022-05-09,"Hirsch","00:00","23:59",1384,1385,2769,8.6,21.8,0,30,12.1,NA
2022-05-10,"Hirsch","00:00","23:59",1592,1641,3233,9.3,24.4,0,48,12,NA
2022-05-11,"Hirsch","00:00","23:59",1704,1715,3419,14.6,27.4,0,59,14.1,NA
2022-05-12,"Hirsch","00:00","23:59",1452,1524,2976,15.6,26.9,2.3,65,10.6,NA
2022-05-13,"Hirsch","00:00","23:59",660,723,1383,12.4,19.7,43.1,73,4.7,NA
2022-05-14,"Hirsch","00:00","23:59",846,869,1715,11.2,23.1,0,53,12.1,NA
2022-05-15,"Hirsch","00:00","23:59",1003,1001,2004,9.3,24.9,0,44,14.4,NA
2022-05-16,"Hirsch","00:00","23:59",948,1002,1950,12.6,24,10.4,96,6.1,NA
2022-05-17,"Hirsch","00:00","23:59",1477,1521,2998,13.1,23.1,0,75,10.4,NA
2022-05-18,"Hirsch","00:00","23:59",1619,1709,3328,11.3,24.9,0,31,14.8,NA
2022-05-19,"Hirsch","00:00","23:59",1611,1577,3188,10.5,29.5,0.1,68,12.4,NA
2022-05-20,"Hirsch","00:00","23:59",1271,1314,2585,17.2,31.9,0.6,75,13.1,NA
2022-05-21,"Hirsch","00:00","23:59",712,818,1530,13.6,23.4,0,61,14.1,NA
2022-05-22,"Hirsch","00:00","23:59",899,849,1748,11.6,24.4,0,68,12.3,NA
2022-05-23,"Hirsch","00:00","23:59",1040,1087,2127,13.2,26.6,25.1,84,5.5,NA
2022-05-24,"Hirsch","00:00","23:59",584,609,1193,12.6,15.4,10.5,98,0,NA
2022-05-25,"Hirsch","00:00","23:59",770,811,1581,12.3,18.6,3.6,80,4.9,NA
2022-05-26,"Hirsch","00:00","23:59",848,808,1656,10.9,21.3,0,41,11.1,NA
2022-05-27,"Hirsch","00:00","23:59",903,898,1801,12.1,22.6,0.4,69,8.5,NA
2022-05-28,"Hirsch","00:00","23:59",705,674,1379,7.6,16.5,0,60,10.7,NA
2022-05-29,"Hirsch","00:00","23:59",295,245,540,5.7,14.8,1.2,73,4.2,NA
2022-05-30,"Hirsch","00:00","23:59",1347,1347,2694,4.4,17.6,0,55,10.3,NA
2022-05-31,"Hirsch","00:00","23:59",1141,1218,2359,8.2,22.8,0.3,66,7.9,NA
2022-06-01,"Hirsch","00:00","23:59",1128,1200,2328,11.9,23.2,0.9,69,7.4,NA
2022-06-02,"Hirsch","00:00","23:59",1293,1279,2572,12,22.6,0.3,73,6.9,NA
2022-06-03,"Hirsch","00:00","23:59",868,934,1802,12.5,27.4,14.1,68,8.1,NA
2022-06-04,"Hirsch","00:00","23:59",651,622,1273,13.2,26.2,0,53,11.6,NA
2022-06-05,"Hirsch","00:00","23:59",356,331,687,14.5,22.7,11.3,99,3.2,NA
2022-06-06,"Hirsch","00:00","23:59",725,657,1382,12.5,25,5.3,68,9.5,NA
2022-06-07,"Hirsch","00:00","23:59",488,452,940,13.5,18.3,7.2,94,1.5,NA
2022-06-08,"Hirsch","00:00","23:59",1165,1231,2396,12.8,23.7,7.2,79,9.3,NA
2022-06-09,"Hirsch","00:00","23:59",590,617,1207,12,17.3,9.4,99,1.8,NA
2022-06-10,"Hirsch","00:00","23:59",824,841,1665,11.2,21.4,0,54,10.6,NA
2022-06-11,"Hirsch","00:00","23:59",610,642,1252,11.2,25,0,6,14.4,NA
2022-06-12,"Hirsch","00:00","23:59",666,596,1262,14.8,28.5,10.1,3,15.4,NA
2022-06-13,"Hirsch","00:00","23:59",763,775,1538,13.4,22.9,0,73,9.4,NA
2022-06-14,"Hirsch","00:00","23:59",1204,1228,2432,11,23.9,0,31,15,NA
2022-06-15,"Hirsch","00:00","23:59",1091,1140,2231,13.4,28.8,0,31,14.3,NA
2022-06-16,"Hirsch","00:00","23:59",535,533,1068,17.2,28.7,0.1,44,11.8,NA
2022-06-17,"Hirsch","00:00","23:59",761,790,1551,13.8,26.3,0,70,14.9,NA
2022-06-18,"Hirsch","00:00","23:59",537,506,1043,14.5,31.9,0,21,14.5,NA
2022-06-19,"Hirsch","00:00","23:59",474,420,894,19.4,35.1,0.2,31,14.8,NA
2022-06-20,"Hirsch","00:00","23:59",1274,1245,2519,17.3,30.7,0,58,10.7,NA
2022-06-21,"Hirsch","00:00","23:59",1470,1508,2978,14.2,25.9,1.7,81,7.7,NA
2022-06-22,"Hirsch","00:00","23:59",1031,1003,2034,16.6,23.1,0,98,0.9,NA
2022-06-23,"Hirsch","00:00","23:59",1411,1403,2814,18,28.9,1.9,54,13.3,NA
2022-06-24,"Hirsch","00:00","23:59",715,738,1453,14.4,25.5,17.6,96,3,NA
2022-06-25,"Hirsch","00:00","23:59",763,750,1513,14.4,25.4,0,53,10.2,NA
2022-06-26,"Hirsch","00:00","23:59",659,638,1297,17.4,29.1,0,28,13.7,NA
2022-06-27,"Hirsch","00:00","23:59",1254,1289,2543,16.6,30.1,16.9,53,11.6,NA
2022-06-28,"Hirsch","00:00","23:59",1202,1254,2456,16.2,21.8,1.7,93,2.3,NA
2022-06-29,"Hirsch","00:00","23:59",1105,1102,2207,16.8,25.3,0,81,5.2,NA
2022-06-30,"Hirsch","00:00","23:59",1422,1423,2845,16.2,29.2,0.2,36,10.9,NA
2022-07-01,"Hirsch","00:00","23:59",571,620,1191,11.5,18.9,3.1,76,1.8,NA
2022-07-02,"Hirsch","00:00","23:59",697,698,1395,10.3,24.6,0,0,15.7,NA
2022-07-03,"Hirsch","00:00","23:59",666,594,1260,14.4,30.8,0.4,25,15.2,NA
2022-07-04,"Hirsch","00:00","23:59",893,931,1824,17.2,27.2,12.5,93,5.8,NA
2022-07-05,"Hirsch","00:00","23:59",1533,1592,3125,16.2,26.6,0,45,11.3,NA
2022-07-06,"Hirsch","00:00","23:59",1548,1585,3133,15,25.5,0,41,13.7,NA
2022-07-07,"Hirsch","00:00","23:59",866,894,1760,14.1,19.3,4.3,99,0.3,NA
2022-07-08,"Hirsch","00:00","23:59",1010,1016,2026,12.3,19.5,0,56,9.4,NA
2022-07-09,"Hirsch","00:00","23:59",623,622,1245,12.8,24.2,0.7,93,5.1,NA
2022-07-10,"Hirsch","00:00","23:59",584,585,1169,11.9,20.6,0,56,9,NA
2022-07-11,"Hirsch","00:00","23:59",1314,1388,2702,12.4,22,0,95,4.3,NA
2022-07-12,"Hirsch","00:00","23:59",1475,1535,3010,13,25.2,0,63,12.4,NA
2022-07-13,"Hirsch","00:00","23:59",1489,1569,3058,14.5,30.9,0,61,11.8,NA
2022-07-14,"Hirsch","00:00","23:59",1359,1422,2781,19.9,33.8,0.3,75,12.7,NA
2022-07-15,"Hirsch","00:00","23:59",1140,1141,2281,16.7,26.3,0,53,12.1,NA
2022-07-16,"Hirsch","00:00","23:59",690,652,1342,15.1,26.5,0,18,15,NA
2022-07-17,"Hirsch","00:00","23:59",675,641,1316,12.5,28,0,11,15.1,NA
2022-07-18,"Hirsch","00:00","23:59",1400,1501,2901,13.6,30.8,0,50,14.7,NA
2022-07-19,"Hirsch","00:00","23:59",1449,1464,2913,15.3,33.3,0,0,15,NA
2022-07-20,"Hirsch","00:00","23:59",1325,1354,2679,16.6,36.8,0.8,58,12,NA
2022-07-21,"Hirsch","00:00","23:59",1163,1204,2367,19.1,24.6,0.7,69,2.8,NA
2022-07-22,"Hirsch","00:00","23:59",1078,1190,2268,15.9,32,3.3,24,14.3,NA
2022-07-23,"Hirsch","00:00","23:59",526,593,1119,17.6,26.6,0.1,94,3.6,NA
2022-07-24,"Hirsch","00:00","23:59",676,615,1291,17.9,30.9,0,31,12.8,NA
2022-07-25,"Hirsch","00:00","23:59",1253,1345,2598,17.9,35.5,22.5,24,14,NA
2022-07-26,"Hirsch","00:00","23:59",989,1021,2010,17.4,23.9,2.7,90,2.5,NA
2022-07-27,"Hirsch","00:00","23:59",1520,1573,3093,16.1,25.3,0,75,6.4,NA
2022-07-28,"Hirsch","00:00","23:59",1472,1507,2979,15,27.8,0,35,13.3,NA
2022-07-29,"Hirsch","00:00","23:59",923,950,1873,16.5,27.7,3.2,90,6.7,NA
2022-07-30,"Hirsch","00:00","23:59",616,611,1227,16.4,25.7,0.4,68,8.6,NA
2022-07-31,"Hirsch","00:00","23:59",700,708,1408,16.3,28.1,0,81,7.1,NA
2022-08-01,"Hirsch","00:00","23:59",1203,1209,2412,16.7,29,3.9,81,7.9,NA
2022-08-02,"Hirsch","00:00","23:59",1455,1515,2970,16.2,28.7,0,78,12,NA
2022-08-03,"Hirsch","00:00","23:59",1363,1404,2767,15.2,32.5,0,9,14.6,NA
2022-08-04,"Hirsch","00:00","23:59",1236,1279,2515,17,34.6,0,0,14.5,NA
2022-08-05,"Hirsch","00:00","23:59",941,910,1851,17.7,31.6,25,69,9.7,NA
2022-08-06,"Hirsch","00:00","23:59",392,393,785,14.3,20.2,0.5,100,0.6,NA
2022-08-07,"Hirsch","00:00","23:59",688,624,1312,15.2,23.8,0,93,8.3,NA
2022-08-08,"Hirsch","00:00","23:59",1223,1242,2465,13.6,25.8,0,31,13.2,NA
2022-08-09,"Hirsch","00:00","23:59",1316,1382,2698,13.1,26.4,0,0,14.2,NA
2022-08-10,"Hirsch","00:00","23:59",1237,1303,2540,14.6,26.5,0,3,14.1,NA
2022-08-11,"Hirsch","00:00","23:59",1221,1202,2423,14.4,27.4,0,31,13.5,NA
2022-08-12,"Hirsch","00:00","23:59",953,960,1913,12.8,25.7,0,16,13.1,NA
2022-08-13,"Hirsch","00:00","23:59",497,512,1009,12.1,26.1,0,74,11.4,NA
2022-08-14,"Hirsch","00:00","23:59",555,528,1083,12.9,30.4,0.1,19,13.3,NA
2022-08-15,"Hirsch","00:00","23:59",532,616,1148,18.7,28.1,0,88,4.9,NA
2022-08-16,"Hirsch","00:00","23:59",1142,1120,2262,17,29.3,0,19,12.5,NA
2022-08-17,"Hirsch","00:00","23:59",1144,1138,2282,16.1,31.9,1.9,61,11.6,NA
2022-08-18,"Hirsch","00:00","23:59",895,952,1847,16.5,26.1,2.4,85,6.4,NA
2022-08-19,"Hirsch","00:00","23:59",340,342,682,16.9,22,8.1,98,1.6,NA
2022-08-20,"Hirsch","00:00","23:59",163,163,326,16.2,20.7,24.9,96,0.2,NA
2022-08-21,"Hirsch","00:00","23:59",603,653,1256,14.3,24.7,0,19,10.7,NA
2022-08-22,"Hirsch","00:00","23:59",1028,1054,2082,12.4,24.6,0,16,12.7,NA
2022-08-23,"Hirsch","00:00","23:59",1168,1197,2365,11.3,25.8,0,0,13.3,NA
2022-08-24,"Hirsch","00:00","23:59",1047,1104,2151,11.9,26.2,0,5,12.8,NA
2022-08-25,"Hirsch","00:00","23:59",1033,1037,2070,14.8,28.4,0,53,11.6,NA
2022-08-26,"Hirsch","00:00","23:59",700,705,1405,16.1,28.7,14.5,83,8.2,NA
2022-08-27,"Hirsch","00:00","23:59",334,344,678,16.4,24.6,14.6,94,3.2,NA
2022-08-28,"Hirsch","00:00","23:59",227,228,455,15.2,20.8,10.7,78,1.3,NA
2022-08-29,"Hirsch","00:00","23:59",1018,995,2013,13.6,25.2,0,28,10.8,NA
2022-08-30,"Hirsch","00:00","23:59",1135,1183,2318,13.5,26.9,0,39,12.4,NA
2022-08-31,"Hirsch","00:00","23:59",572,564,1136,14.5,19.7,3.7,99,0.1,NA
2022-09-01,"Hirsch","00:00","23:59",1017,1060,2077,11.7,21.3,0,69,7.1,NA
2022-09-02,"Hirsch","00:00","23:59",928,976,1904,10,22,0,44,12.6,NA
2022-09-03,"Hirsch","00:00","23:59",417,400,817,11,23.7,5.9,61,5.4,NA
2022-09-04,"Hirsch","00:00","23:59",668,674,1342,13.7,25.4,0,23,10.9,NA
2022-09-05,"Hirsch","00:00","23:59",1231,1243,2474,12.4,27.1,0,39,11.9,NA
2022-09-06,"Hirsch","00:00","23:59",1308,1341,2649,13.9,28.1,0,75,7.6,NA
2022-09-07,"Hirsch","00:00","23:59",1216,1216,2432,16.9,28,0.2,93,8.1,NA
2022-09-08,"Hirsch","00:00","23:59",815,859,1674,15.2,22.6,2.3,71,4.5,NA
2022-09-09,"Hirsch","00:00","23:59",791,815,1606,12.5,19.7,1,81,1.6,NA
2022-09-10,"Hirsch","00:00","23:59",256,251,507,12.4,19.5,12.5,91,3.4,NA
2022-09-11,"Hirsch","00:00","23:59",318,311,629,10.7,18.8,2.6,80,1.7,NA
2022-09-12,"Hirsch","00:00","23:59",1347,1405,2752,8.8,22.4,0,48,12.4,NA
2022-09-13,"Hirsch","00:00","23:59",1449,1491,2940,9.7,26.7,0.1,90,8.8,NA
2022-09-14,"Hirsch","00:00","23:59",1020,1068,2088,16.7,26.2,3.4,91,3.7,NA
2022-09-15,"Hirsch","00:00","23:59",794,833,1627,13.6,21.4,1.6,98,1.7,NA
2022-09-16,"Hirsch","00:00","23:59",631,643,1274,9.7,14.5,11.4,96,0,NA
2022-09-17,"Hirsch","00:00","23:59",231,260,491,6.5,11.9,7.9,88,2.7,NA
2022-09-18,"Hirsch","00:00","23:59",205,211,416,6.9,12,7,95,0.4,NA
2022-09-19,"Hirsch","00:00","23:59",955,974,1929,6.1,13.5,0.1,88,3.2,NA
2022-09-20,"Hirsch","00:00","23:59",951,1015,1966,6.1,14.2,1.3,91,3,NA
2022-09-21,"Hirsch","00:00","23:59",1175,1280,2455,3.9,15.4,0,5,11.1,NA
2022-09-22,"Hirsch","00:00","23:59",1122,1191,2313,3,16.5,0,1,11.5,NA
2022-09-23,"Hirsch","00:00","23:59",1008,1097,2105,2.8,18.9,0,61,10.9,NA
2022-09-24,"Hirsch","00:00","23:59",274,247,521,9.4,15.2,2.3,100,0.1,NA
2022-09-25,"Hirsch","00:00","23:59",332,326,658,8.7,15.7,3,88,0.9,NA
2022-09-26,"Hirsch","00:00","23:59",796,849,1645,10.4,15.6,3.6,90,4.3,NA
2022-09-27,"Hirsch","00:00","23:59",716,758,1474,7.1,11.9,11.4,93,2.7,NA
2022-09-28,"Hirsch","00:00","23:59",473,493,966,7.3,9.6,10.2,96,0,NA
2022-09-29,"Hirsch","00:00","23:59",629,680,1309,7,10.3,3.8,95,0,NA
2022-09-30,"Hirsch","00:00","23:59",705,715,1420,6.9,13.3,0,98,2.1,NA
2022-10-01,"Hirsch","00:00","23:59",218,196,414,8,12.7,8.6,93,0.9,NA
2022-10-02,"Hirsch","00:00","23:59",146,147,293,10.6,18.9,29.6,96,0.7,NA
2022-10-03,"Hirsch","00:00","23:59",501,581,1082,5.2,15.6,0,50,5.2,NA
2022-10-04,"Hirsch","00:00","23:59",1069,1051,2120,4,16.8,0,69,9.3,NA
2022-10-05,"Hirsch","00:00","23:59",1191,1227,2418,5.9,22.6,0,75,9.5,NA
2022-10-06,"Hirsch","00:00","23:59",1155,1186,2341,9.6,20.2,0,35,9.4,NA
2022-10-07,"Hirsch","00:00","23:59",876,921,1797,9.3,18.6,0,56,4.9,NA
2022-10-08,"Hirsch","00:00","23:59",351,370,721,8,17.4,2,99,1.1,NA
2022-10-09,"Hirsch","00:00","23:59",431,443,874,7.1,14,0,98,0.2,NA
2022-10-10,"Hirsch","00:00","23:59",1104,1160,2264,8.8,19.3,0.2,89,2.8,NA
2022-10-11,"Hirsch","00:00","23:59",1111,1174,2285,11.4,18,0,98,1.6,NA
2022-10-12,"Hirsch","00:00","23:59",1121,1197,2318,7.8,14.9,0,85,0,NA
2022-10-13,"Hirsch","00:00","23:59",1059,1056,2115,7.5,16,8.8,85,1.2,NA
2022-10-14,"Hirsch","00:00","23:59",827,834,1661,11.3,18.8,14.9,96,4.3,NA
2022-10-15,"Hirsch","00:00","23:59",366,386,752,12.4,19.5,1.1,93,2.5,NA
2022-10-16,"Hirsch","00:00","23:59",703,637,1340,11.7,25.2,0,66,7.8,NA
2022-10-17,"Hirsch","00:00","23:59",1377,1390,2767,8.9,25.2,0,68,9.9,NA
2022-10-18,"Hirsch","00:00","23:59",1321,1386,2707,10.3,22.9,0.5,60,6,NA
2022-10-19,"Hirsch","00:00","23:59",1183,1235,2418,10.4,17.5,0,91,0.9,NA
2022-10-20,"Hirsch","00:00","23:59",1207,1246,2453,9.3,16.6,0,100,2.3,NA
2022-10-21,"Hirsch","00:00","23:59",806,807,1613,12.1,17,7.2,100,0.1,NA
2022-10-22,"Hirsch","00:00","23:59",508,540,1048,10.6,18.9,0,73,4.8,NA
2022-10-23,"Hirsch","00:00","23:59",659,673,1332,7.7,21.5,6.1,94,7.6,NA
2022-10-24,"Hirsch","00:00","23:59",689,719,1408,10.7,17.3,8.7,95,0,NA
2022-10-25,"Hirsch","00:00","23:59",1330,1407,2737,10.2,19,0.2,61,8,NA
2022-10-26,"Hirsch","00:00","23:59",1116,1159,2275,10.6,20,0.3,99,1.4,NA
2022-10-27,"Hirsch","00:00","23:59",1326,1374,2700,8.3,22.2,0,25,9.7,NA
2022-10-28,"Hirsch","00:00","23:59",1126,1107,2233,8.9,26.1,0,80,7.7,NA
2022-10-29,"Hirsch","00:00","23:59",599,579,1178,11.2,26.2,0,86,6.8,NA
2022-10-30,"Hirsch","00:00","23:59",649,652,1301,9.2,23.5,0,78,8.3,NA
2022-10-31,"Hirsch","00:00","23:59",785,806,1591,7.9,19.6,0,61,6.8,NA
2022-11-01,"Hirsch","00:00","23:59",449,430,879,7.7,18.1,0.2,91,1.4,NA
2022-11-02,"Hirsch","00:00","23:59",1011,1061,2072,6.3,15.4,0,81,3.4,NA
2022-11-03,"Hirsch","00:00","23:59",1027,1029,2056,4.1,13.3,0.5,91,6.3,NA
2022-11-04,"Hirsch","00:00","23:59",401,417,818,5.5,12,5.8,95,0,NA
2022-11-05,"Hirsch","00:00","23:59",213,236,449,4.4,9.2,1,91,0.2,NA
2022-11-06,"Hirsch","00:00","23:59",433,407,840,1.6,10.6,0,74,7.2,NA
2022-11-07,"Hirsch","00:00","23:59",1186,1259,2445,7.1,15.4,0,85,7.7,NA
2022-11-08,"Hirsch","00:00","23:59",1213,1314,2527,2.8,16,0,85,8.1,NA
2022-11-09,"Hirsch","00:00","23:59",1143,1211,2354,4.6,16.9,4.1,99,3.3,NA
2022-11-10,"Hirsch","00:00","23:59",1087,1114,2201,4.9,14.1,0,66,6.6,NA
2022-11-11,"Hirsch","00:00","23:59",873,953,1826,2.8,11.6,0,85,7.2,NA
2022-11-12,"Hirsch","00:00","23:59",380,403,783,1.9,7.9,0,98,2.3,NA
2022-11-13,"Hirsch","00:00","23:59",401,419,820,1.1,10.3,0,65,5.5,NA
2022-11-14,"Hirsch","00:00","23:59",1112,1169,2281,2.8,10.9,0,56,6.5,NA
2022-11-15,"Hirsch","00:00","23:59",1180,1269,2449,1.7,14.7,1.1,48,8.2,NA
2022-11-16,"Hirsch","00:00","23:59",722,753,1475,3.3,12,1.3,73,0.7,NA
2022-11-17,"Hirsch","00:00","23:59",775,831,1606,3,12.9,9.3,94,2.4,NA
2022-11-18,"Hirsch","00:00","23:59",500,515,1015,4.8,8.1,8.1,91,0,NA
2022-11-19,"Hirsch","00:00","23:59",271,311,582,5,9,0.7,90,3,NA
2022-11-20,"Hirsch","00:00","23:59",248,264,512,3.8,7.7,2.8,91,0.6,NA
2022-11-21,"Hirsch","00:00","23:59",860,866,1726,2.7,8.5,1.1,75,4,NA
2022-11-22,"Hirsch","00:00","23:59",624,667,1291,2.9,6.3,2.8,94,0,NA
2022-11-23,"Hirsch","00:00","23:59",967,1033,2000,3,9.8,3.5,65,5.2,NA
2022-11-24,"Hirsch","00:00","23:59",812,895,1707,2.1,9,2.8,66,2.4,NA
2022-11-25,"Hirsch","00:00","23:59",616,646,1262,0.4,11.1,5.6,89,3.7,NA
2022-11-26,"Hirsch","00:00","23:59",263,274,537,0.1,7,0,69,1.1,NA
2022-11-27,"Hirsch","00:00","23:59",320,305,625,-2.1,4.9,0,75,5.8,NA
2022-11-28,"Hirsch","00:00","23:59",817,823,1640,0.6,6.4,3.8,95,0,NA
2022-11-29,"Hirsch","00:00","23:59",632,628,1260,2.1,5.9,1.9,96,0,NA
2022-11-30,"Hirsch","00:00","23:59",815,856,1671,1.3,3.7,0,99,0,NA
2022-12-01,"Hirsch","00:00","23:59",808,854,1662,0.9,3,0,100,0,NA
2022-12-02,"Hirsch","00:00","23:59",557,568,1125,1.1,3,1.1,98,0,NA
2022-12-03,"Hirsch","00:00","23:59",262,253,515,-0.5,1.4,0,100,0,NA
2022-12-04,"Hirsch","00:00","23:59",188,190,378,-0.4,2.5,0,100,0,NA
2022-12-05,"Hirsch","00:00","23:59",599,675,1274,0.7,4.6,1.7,98,0,NA
2022-12-06,"Hirsch","00:00","23:59",807,832,1639,0.5,3.8,0,88,0.7,NA
2022-12-07,"Hirsch","00:00","23:59",812,817,1629,1.1,5,0,89,2.1,NA
2022-12-08,"Hirsch","00:00","23:59",764,771,1535,-1.8,3.6,0,76,0.5,NA
