datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2023.05.01,00:00:00,23.59,Erhardt,1177,1084,2261,6,13,7.7,98,0.9,NA
2023.05.02,00:00:00,23.59,Erhardt,2340,2222,4562,5.9,14.1,2.6,86,0.8,NA
2023.05.03,00:00:00,23.59,Erhardt,3318,3157,6475,5.4,17.6,0,48,6.8,NA
2023.05.04,00:00:00,23.59,Erhardt,4583,4281,8864,6,20.6,0,60,13.3,NA
2023.05.05,00:00:00,23.59,Erhardt,3428,3148,6576,7.8,23.5,13.9,78,8.5,NA
2023.05.06,00:00:00,23.59,Erhardt,3300,3060,6360,11.2,20.4,0,96,5.1,NA
2023.05.07,00:00:00,23.59,Erhardt,4074,3686,7760,10.4,22.6,0,89,9.8,NA
2023.05.08,00:00:00,23.59,Erhardt,2665,2535,5200,10.8,16.8,0,95,4.1,NA
2023.05.09,00:00:00,23.59,Erhardt,4231,3947,8178,7.5,21.2,7.7,70,11.1,NA
2023.05.10,00:00:00,23.59,Erhardt,1507,1516,3023,8.8,15.9,20.3,98,0.9,NA
2023.05.11,00:00:00,23.59,Erhardt,1121,1016,2137,7.9,10.1,18.2,94,0,NA
2023.05.12,00:00:00,23.59,Erhardt,2130,2108,4238,8.8,13.2,0,99,0,NA
2023.05.13,00:00:00,23.59,Erhardt,1864,1779,3643,8.6,14,0.1,99,0.6,NA
2023.05.14,00:00:00,23.59,Erhardt,1772,1739,3511,9.2,17,0,98,3,NA
2023.05.15,00:00:00,23.59,Erhardt,2303,2107,4410,9.4,17.1,0.6,88,2.4,NA
2023.05.16,00:00:00,23.59,Erhardt,1742,1681,3423,8.2,13.2,12.1,96,0,NA
2023.05.17,00:00:00,23.59,Erhardt,2679,2564,5243,6.2,14.3,0,100,5.7,NA
2023.05.18,00:00:00,23.59,Erhardt,2484,2195,4679,4.5,14.6,0,73,5.6,NA
2023.05.19,00:00:00,23.59,Erhardt,4215,4163,8378,8.1,15.4,0,98,3,NA
2023.05.20,00:00:00,23.59,Erhardt,3460,3060,6520,11,23.3,0,91,5.3,NA
2023.05.21,00:00:00,23.59,Erhardt,4190,3693,7883,13.1,27.3,0,84,10.2,NA
2023.05.22,00:00:00,23.59,Erhardt,4202,3946,8148,10.6,26.1,0,38,14,NA
2023.05.23,00:00:00,23.59,Erhardt,3131,3125,6256,12.5,21.8,0,83,4.5,NA
2023.05.24,00:00:00,23.59,Erhardt,3030,3053,6083,10.9,15.9,0.2,98,2,NA
2023.05.25,00:00:00,23.59,Erhardt,3809,3655,7464,10.6,21.2,0,76,4.5,NA
2023.05.26,00:00:00,23.59,Erhardt,3825,3670,7495,10.1,23.5,0,36,11.9,NA
2023.05.27,00:00:00,23.59,Erhardt,3585,3290,6875,11.2,22.5,0,6,14.4,NA
2023.05.28,00:00:00,23.59,Erhardt,3828,3556,7384,9.4,22.9,0,3,14.7,NA
2023.05.29,00:00:00,23.59,Erhardt,4066,3562,7628,8.9,24.2,0,11,14.7,NA
2023.05.30,00:00:00,23.59,Erhardt,3718,3573,7291,12.1,23.6,0,51,12.7,NA
2023.05.31,00:00:00,23.59,Erhardt,4287,4079,8366,10.8,23.7,0,0,15,NA
2023.06.01,00:00:00,23.59,Arnulf,2192,115,2307,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Arnulf,1925,113,2038,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Arnulf,1485,56,1541,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Arnulf,1275,80,1355,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Arnulf,1633,70,1703,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Arnulf,1960,89,2049,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Arnulf,2050,101,2151,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Arnulf,1168,44,1212,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Arnulf,1675,104,1779,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Arnulf,1373,71,1444,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Arnulf,1226,87,1313,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Arnulf,2283,111,2394,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Arnulf,2591,127,2718,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Arnulf,2529,158,2687,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Arnulf,2506,123,2629,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Arnulf,2114,102,2216,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Arnulf,1620,97,1717,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Arnulf,1422,71,1493,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Arnulf,2254,105,2359,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Arnulf,2393,111,2504,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Arnulf,2473,124,2597,18.1,28.8,0,60,12,NA
2023.06.22,00:00:00,23.59,Arnulf,2220,103,2323,17.7,34.5,20.3,54,12.1,NA
2023.06.23,00:00:00,23.59,Arnulf,1455,94,1549,15.9,24.2,0.4,91,3.4,NA
2023.06.24,00:00:00,23.59,Arnulf,1636,98,1734,15.7,25.5,0,58,8,NA
2023.06.25,00:00:00,23.59,Arnulf,1368,95,1463,13.1,28.1,0,0,15.6,NA
2023.06.26,00:00:00,23.59,Arnulf,2253,112,2365,15,31.9,0,39,11,NA
2023.06.27,00:00:00,23.59,Arnulf,2375,115,2490,16.7,22.4,2,94,5.9,NA
2023.06.28,00:00:00,23.59,Arnulf,2302,106,2408,12.9,23.6,0,60,7.5,NA
2023.06.29,00:00:00,23.59,Arnulf,2637,146,2783,12.2,28.5,0.5,40,13.3,NA
2023.06.30,00:00:00,23.59,Arnulf,1252,97,1349,16.3,22.2,18.1,96,1.1,NA
2023.06.01,00:00:00,23.59,Kreuther,527,379,906,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Kreuther,542,377,919,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Kreuther,326,285,611,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Kreuther,358,313,671,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Kreuther,488,389,877,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Kreuther,486,374,860,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Kreuther,536,414,950,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Kreuther,301,263,564,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Kreuther,385,341,726,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Kreuther,373,274,647,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Kreuther,362,302,664,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Kreuther,658,505,1163,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Kreuther,782,586,1368,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Kreuther,719,577,1296,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Kreuther,675,560,1235,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Kreuther,653,484,1137,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Kreuther,407,367,774,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Kreuther,402,302,704,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Kreuther,652,487,1139,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Kreuther,284,85,369,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Kreuther,NA,NA,NA,18.1,28.8,0,60,12,"Ausfall, baustellenbedingte Demontage  "
2023.06.22,00:00:00,23.59,Kreuther,NA,NA,NA,17.7,34.5,20.3,54,12.1,"Ausfall, baustellenbedingte Demontage  "
2023.06.23,00:00:00,23.59,Kreuther,NA,NA,NA,15.9,24.2,0.4,91,3.4,"Ausfall, baustellenbedingte Demontage  "
2023.06.24,00:00:00,23.59,Kreuther,NA,NA,NA,15.7,25.5,0,58,8,"Ausfall, baustellenbedingte Demontage  "
2023.06.25,00:00:00,23.59,Kreuther,NA,NA,NA,13.1,28.1,0,0,15.6,"Ausfall, baustellenbedingte Demontage  "
2023.06.26,00:00:00,23.59,Kreuther,NA,NA,NA,15,31.9,0,39,11,"Ausfall, baustellenbedingte Demontage  "
2023.06.27,00:00:00,23.59,Kreuther,NA,NA,NA,16.7,22.4,2,94,5.9,"Ausfall, baustellenbedingte Demontage  "
2023.06.28,00:00:00,23.59,Kreuther,NA,NA,NA,12.9,23.6,0,60,7.5,"Ausfall, baustellenbedingte Demontage  "
2023.06.29,00:00:00,23.59,Kreuther,NA,NA,NA,12.2,28.5,0.5,40,13.3,"Ausfall, baustellenbedingte Demontage  "
2023.06.30,00:00:00,23.59,Kreuther,NA,NA,NA,16.3,22.2,18.1,96,1.1,"Ausfall, baustellenbedingte Demontage  "
2023.06.01,00:00:00,23.59,Olympia,1945,1935,3880,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Olympia,1744,1740,3484,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Olympia,1617,1650,3267,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Olympia,1527,1494,3021,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Olympia,1682,1667,3349,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Olympia,1820,1838,3658,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Olympia,2476,2091,4567,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Olympia,1791,1673,3464,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Olympia,1405,1468,2873,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Olympia,1945,1611,3556,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Olympia,2821,2001,4822,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Olympia,2146,2177,4323,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Olympia,2294,2435,4729,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Olympia,2300,2314,4614,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Olympia,2170,2263,4433,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Olympia,2055,2038,4093,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Olympia,2020,1763,3783,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Olympia,2144,1967,4111,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Olympia,2335,2278,4613,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Olympia,3561,2631,6192,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Olympia,2467,2514,4981,18.1,28.8,0,60,12,NA
2023.06.22,00:00:00,23.59,Olympia,2160,2174,4334,17.7,34.5,20.3,54,12.1,NA
2023.06.23,00:00:00,23.59,Olympia,1411,1359,2770,15.9,24.2,0.4,91,3.4,NA
2023.06.24,00:00:00,23.59,Olympia,1844,1812,3656,15.7,25.5,0,58,8,NA
2023.06.25,00:00:00,23.59,Olympia,2215,2030,4245,13.1,28.1,0,0,15.6,NA
2023.06.26,00:00:00,23.59,Olympia,2230,2291,4521,15,31.9,0,39,11,NA
2023.06.27,00:00:00,23.59,Olympia,2349,2378,4727,16.7,22.4,2,94,5.9,NA
2023.06.28,00:00:00,23.59,Olympia,2316,2329,4645,12.9,23.6,0,60,7.5,NA
2023.06.29,00:00:00,23.59,Olympia,2667,2652,5319,12.2,28.5,0.5,40,13.3,NA
2023.06.30,00:00:00,23.59,Olympia,1059,1088,2147,16.3,22.2,18.1,96,1.1,NA
2023.06.01,00:00:00,23.59,Hirsch,1332,1348,2680,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Hirsch,1011,1074,2085,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Hirsch,669,609,1278,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Hirsch,658,651,1309,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Hirsch,1083,1094,2177,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Hirsch,1199,1236,2435,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Hirsch,1149,1271,2420,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Hirsch,555,540,1095,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Hirsch,785,816,1601,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Hirsch,606,643,1249,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Hirsch,672,669,1341,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Hirsch,1549,1663,3212,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Hirsch,1731,1852,3583,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Hirsch,1662,1734,3396,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Hirsch,1596,1613,3209,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Hirsch,1176,1249,2425,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Hirsch,783,769,1552,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Hirsch,782,756,1538,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Hirsch,1479,1565,3044,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Hirsch,1689,1714,3403,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Hirsch,1554,1625,3179,18.1,28.8,0,60,12,NA
2023.06.22,00:00:00,23.59,Hirsch,1270,1357,2627,17.7,34.5,20.3,54,12.1,NA
2023.06.23,00:00:00,23.59,Hirsch,788,810,1598,15.9,24.2,0.4,91,3.4,NA
2023.06.24,00:00:00,23.59,Hirsch,712,784,1496,15.7,25.5,0,58,8,NA
2023.06.25,00:00:00,23.59,Hirsch,791,752,1543,13.1,28.1,0,0,15.6,NA
2023.06.26,00:00:00,23.59,Hirsch,1580,1659,3239,15,31.9,0,39,11,NA
2023.06.27,00:00:00,23.59,Hirsch,1680,1715,3395,16.7,22.4,2,94,5.9,NA
2023.06.28,00:00:00,23.59,Hirsch,1481,1531,3012,12.9,23.6,0,60,7.5,NA
2023.06.29,00:00:00,23.59,Hirsch,1691,1743,3434,12.2,28.5,0.5,40,13.3,NA
2023.06.30,00:00:00,23.59,Hirsch,605,626,1231,16.3,22.2,18.1,96,1.1,NA
2023.06.01,00:00:00,23.59,Margareten,2428,2380,4808,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Margareten,2397,2366,4763,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Margareten,1886,1904,3790,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Margareten,1616,1593,3209,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Margareten,2074,2111,4185,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Margareten,2297,2252,4549,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Margareten,2370,2387,4757,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Margareten,1471,1492,2963,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Margareten,1893,1915,3808,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Margareten,1778,1830,3608,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Margareten,1742,1679,3421,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Margareten,3112,3038,6150,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Margareten,3201,3222,6423,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Margareten,3310,3249,6559,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Margareten,3221,3199,6420,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Margareten,2854,2917,5771,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Margareten,2350,2313,4663,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Margareten,1993,1866,3859,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Margareten,3303,3198,6501,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Margareten,3409,3313,6722,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Margareten,3247,3238,6485,18.1,28.8,0,60,12,NA
2023.06.22,00:00:00,23.59,Margareten,2995,2907,5902,17.7,34.5,20.3,54,12.1,NA
2023.06.23,00:00:00,23.59,Margareten,2103,2050,4153,15.9,24.2,0.4,91,3.4,NA
2023.06.24,00:00:00,23.59,Margareten,2294,2330,4624,15.7,25.5,0,58,8,NA
2023.06.25,00:00:00,23.59,Margareten,2105,1983,4088,13.1,28.1,0,0,15.6,NA
2023.06.26,00:00:00,23.59,Margareten,3299,3258,6557,15,31.9,0,39,11,NA
2023.06.27,00:00:00,23.59,Margareten,3187,3223,6410,16.7,22.4,2,94,5.9,NA
2023.06.28,00:00:00,23.59,Margareten,3103,3058,6161,12.9,23.6,0,60,7.5,NA
2023.06.29,00:00:00,23.59,Margareten,3527,3421,6948,12.2,28.5,0.5,40,13.3,NA
2023.06.30,00:00:00,23.59,Margareten,1694,1670,3364,16.3,22.2,18.1,96,1.1,NA
2023.06.01,00:00:00,23.59,Erhardt,4450,4270,8720,12.2,25.5,0,64,12.8,NA
2023.06.02,00:00:00,23.59,Erhardt,4144,3878,8022,12.7,25.7,0,45,15.1,NA
2023.06.03,00:00:00,23.59,Erhardt,3972,3643,7615,11.8,23.5,0,11,13.5,NA
2023.06.04,00:00:00,23.59,Erhardt,3897,3746,7643,9.9,24.1,0,50,12.7,NA
2023.06.05,00:00:00,23.59,Erhardt,3186,3156,6342,13.4,23.1,0,85,7,NA
2023.06.06,00:00:00,23.59,Erhardt,3756,3626,7382,12.5,23,0,56,7.7,NA
2023.06.07,00:00:00,23.59,Erhardt,4063,3995,8058,11.3,25.7,0,9,14.2,NA
2023.06.08,00:00:00,23.59,Erhardt,3346,2995,6341,11.3,26.2,7.1,54,11.1,NA
2023.06.09,00:00:00,23.59,Erhardt,3553,3194,6747,13.1,26,0,24,13.5,NA
2023.06.10,00:00:00,23.59,Erhardt,3517,3231,6748,13,25.3,0,29,11.3,NA
2023.06.11,00:00:00,23.59,Erhardt,3712,3431,7143,13.8,26,0,11,14.3,NA
2023.06.12,00:00:00,23.59,Erhardt,4661,4544,9205,14.2,25.3,0,0,15.4,NA
2023.06.13,00:00:00,23.59,Erhardt,5452,5179,10631,11.8,24,0,0,15.5,NA
2023.06.14,00:00:00,23.59,Erhardt,5488,5279,10767,9.6,24.7,0,13,13.6,NA
2023.06.15,00:00:00,23.59,Erhardt,5024,4893,9917,12.3,24.2,0,49,7.8,NA
2023.06.16,00:00:00,23.59,Erhardt,4372,4341,8713,11.7,25.2,0,54,10.2,NA
2023.06.17,00:00:00,23.59,Erhardt,4660,4354,9014,13.8,26.8,0,24,13.4,NA
2023.06.18,00:00:00,23.59,Erhardt,4492,4115,8607,13.1,30.2,0,53,13.4,NA
2023.06.19,00:00:00,23.59,Erhardt,4923,4615,9538,18.2,30.5,1.1,76,9,NA
2023.06.20,00:00:00,23.59,Erhardt,5413,5123,10536,17.2,32.6,5,74,10.8,NA
2023.06.21,00:00:00,23.59,Erhardt,5205,4900,10105,18.1,28.8,0,60,12,NA
2023.06.22,00:00:00,23.59,Erhardt,4618,4386,9004,17.7,34.5,20.3,54,12.1,NA
2023.06.23,00:00:00,23.59,Erhardt,3005,2829,5834,15.9,24.2,0.4,91,3.4,NA
2023.06.24,00:00:00,23.59,Erhardt,4584,4179,8763,15.7,25.5,0,58,8,NA
2023.06.25,00:00:00,23.59,Erhardt,4748,4205,8953,13.1,28.1,0,0,15.6,NA
2023.06.26,00:00:00,23.59,Erhardt,4920,4614,9534,15,31.9,0,39,11,NA
2023.06.27,00:00:00,23.59,Erhardt,4876,4734,9610,16.7,22.4,2,94,5.9,NA
2023.06.28,00:00:00,23.59,Erhardt,4823,4635,9458,12.9,23.6,0,60,7.5,NA
2023.06.29,00:00:00,23.59,Erhardt,5671,5434,11105,12.2,28.5,0.5,40,13.3,NA
2023.06.30,00:00:00,23.59,Erhardt,2151,2117,4268,16.3,22.2,18.1,96,1.1,NA
2023.07.01,00:00:00,23.59,Arnulf,1359,83,1442,14.4,23.7,2.2,91,3.8,NA
2023.07.02,00:00:00,23.59,Arnulf,958,71,1029,13.5,23.7,2.8,75,5.8,NA
2023.07.03,00:00:00,23.59,Arnulf,2282,137,2419,15.1,24.4,0.4,74,5.3,NA
2023.07.04,00:00:00,23.59,Arnulf,2466,136,2602,15.3,25.6,0,83,8.2,NA
2023.07.05,00:00:00,23.59,Arnulf,2002,111,2113,14,23.4,2,65,6.1,NA
2023.07.06,00:00:00,23.59,Arnulf,2499,132,2631,12.4,25.2,0,63,11.6,NA
2023.07.07,00:00:00,23.59,Arnulf,2332,124,2456,13.5,29.1,0,6,15.3,NA
2023.07.08,00:00:00,23.59,Arnulf,1663,107,1770,15.6,30.3,0,75,10.3,NA
2023.07.09,00:00:00,23.59,Arnulf,1433,91,1524,17.8,33.5,0,38,14.1,NA
2023.07.10,00:00:00,23.59,Arnulf,2110,159,2269,19.5,31.7,0.6,53,8.9,NA
2023.07.11,00:00:00,23.59,Arnulf,2378,99,2477,18,35.5,8,21,14.1,NA
2023.07.12,00:00:00,23.59,Arnulf,1773,106,1879,18.2,28.7,16.6,89,4.3,NA
2023.07.13,00:00:00,23.59,Arnulf,2106,125,2231,16.6,23.9,0,78,5.6,NA
2023.07.14,00:00:00,23.59,Arnulf,2183,123,2306,15.8,27.9,0,71,13.4,NA
2023.07.15,00:00:00,23.59,Arnulf,1429,85,1514,19,35.9,2.6,18,14.4,NA
2023.07.16,00:00:00,23.59,Arnulf,1267,89,1356,18.8,26.1,8.2,79,5,NA
2023.07.17,00:00:00,23.59,Arnulf,2120,118,2238,18,28.1,0,69,8.4,NA
2023.07.18,00:00:00,23.59,Arnulf,2469,137,2606,16.4,28.6,0.3,56,9.1,NA
2023.07.19,00:00:00,23.59,Arnulf,2592,127,2719,19.1,29.6,0,41,12,NA
2023.07.20,00:00:00,23.59,Arnulf,2596,127,2723,16.6,25.5,0,90,8,NA
2023.07.21,00:00:00,23.59,Arnulf,1617,97,1714,14.6,24.4,10.2,95,2.9,NA
2023.07.22,00:00:00,23.59,Arnulf,1779,66,1845,13.2,25.4,0,41,11.4,NA
2023.07.23,00:00:00,23.59,Arnulf,1394,92,1486,16.5,29.3,1.4,60,10.2,NA
2023.07.24,00:00:00,23.59,Arnulf,1619,93,1712,17.1,26.5,3.6,96,4.1,NA
2023.07.25,00:00:00,23.59,Arnulf,1316,91,1407,12.1,21,12.9,94,2,NA
2023.07.26,00:00:00,23.59,Arnulf,1238,89,1327,11,17.6,4.7,86,2.8,NA
2023.07.27,00:00:00,23.59,Arnulf,1995,103,2098,10.4,22.1,0,89,3.6,NA
2023.07.28,00:00:00,23.59,Arnulf,1698,90,1788,14.6,25,2.9,75,3.8,NA
2023.07.29,00:00:00,23.59,Arnulf,856,65,921,15.7,25.5,11.7,85,3.4,NA
2023.07.30,00:00:00,23.59,Arnulf,1171,69,1240,16.4,24.2,2,79,8.9,NA
2023.07.31,00:00:00,23.59,Arnulf,2085,114,2199,15.5,24.8,2.4,94,6.5,NA
2023.07.01,00:00:00,23.59,Olympia,2758,2465,5223,14.4,23.7,2.2,91,3.8,NA
2023.07.02,00:00:00,23.59,Olympia,2773,2312,5085,13.5,23.7,2.8,75,5.8,NA
2023.07.03,00:00:00,23.59,Olympia,2319,2286,4605,15.1,24.4,0.4,74,5.3,NA
2023.07.04,00:00:00,23.59,Olympia,2397,2345,4742,15.3,25.6,0,83,8.2,NA
2023.07.05,00:00:00,23.59,Olympia,2878,2244,5122,14,23.4,2,65,6.1,NA
2023.07.06,00:00:00,23.59,Olympia,3282,2608,5890,12.4,25.2,0,63,11.6,NA
2023.07.07,00:00:00,23.59,Olympia,2189,2271,4460,13.5,29.1,0,6,15.3,NA
2023.07.08,00:00:00,23.59,Olympia,1914,1923,3837,15.6,30.3,0,75,10.3,NA
2023.07.09,00:00:00,23.59,Olympia,1834,1827,3661,17.8,33.5,0,38,14.1,NA
2023.07.10,00:00:00,23.59,Olympia,2159,2110,4269,19.5,31.7,0.6,53,8.9,NA
2023.07.11,00:00:00,23.59,Olympia,4193,3890,8083,18,35.5,8,21,14.1,NA
2023.07.12,00:00:00,23.59,Olympia,1564,1587,3151,18.2,28.7,16.6,89,4.3,NA
2023.07.13,00:00:00,23.59,Olympia,2073,2152,4225,16.6,23.9,0,78,5.6,NA
2023.07.14,00:00:00,23.59,Olympia,2278,2200,4478,15.8,27.9,0,71,13.4,NA
2023.07.15,00:00:00,23.59,Olympia,427,368,795,19,35.9,2.6,18,14.4,NA
2023.07.16,00:00:00,23.59,Olympia,1871,1809,3680,18.8,26.1,8.2,79,5,NA
2023.07.17,00:00:00,23.59,Olympia,1827,1850,3677,18,28.1,0,69,8.4,NA
2023.07.18,00:00:00,23.59,Olympia,2000,2042,4042,16.4,28.6,0.3,56,9.1,NA
2023.07.19,00:00:00,23.59,Olympia,2109,2173,4282,19.1,29.6,0,41,12,NA
2023.07.20,00:00:00,23.59,Olympia,2169,2235,4404,16.6,25.5,0,90,8,NA
2023.07.21,00:00:00,23.59,Olympia,1405,1457,2862,14.6,24.4,10.2,95,2.9,NA
2023.07.22,00:00:00,23.59,Olympia,1656,1629,3285,13.2,25.4,0,41,11.4,NA
2023.07.23,00:00:00,23.59,Olympia,2768,1837,4605,16.5,29.3,1.4,60,10.2,NA
2023.07.24,00:00:00,23.59,Olympia,1059,770,1829,17.1,26.5,3.6,96,4.1,NA
2023.07.25,00:00:00,23.59,Olympia,916,790,1706,12.1,21,12.9,94,2,NA
2023.07.26,00:00:00,23.59,Olympia,832,813,1645,11,17.6,4.7,86,2.8,NA
2023.07.27,00:00:00,23.59,Olympia,1521,1515,3036,10.4,22.1,0,89,3.6,NA
2023.07.28,00:00:00,23.59,Olympia,1445,1454,2899,14.6,25,2.9,75,3.8,NA
2023.07.29,00:00:00,23.59,Olympia,744,714,1458,15.7,25.5,11.7,85,3.4,NA
2023.07.30,00:00:00,23.59,Olympia,1860,1638,3498,16.4,24.2,2,79,8.9,NA
2023.07.31,00:00:00,23.59,Olympia,2022,1979,4001,15.5,24.8,2.4,94,6.5,NA
2023.07.01,00:00:00,23.59,Hirsch,665,701,1366,14.4,23.7,2.2,91,3.8,NA
