datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2023.09.02,00:00:00,23.59,Olympia,67,100,167,12.8,26.7,0,35,12.8,NA
2023.09.03,00:00:00,23.59,Olympia,85,138,223,14.2,24.4,0,80,7.6,NA
2023.09.04,00:00:00,23.59,Olympia,1443,1396,2839,13.6,25.2,0,29,12.9,NA
2023.09.05,00:00:00,23.59,Olympia,1586,1548,3134,12.1,24.8,0,6,12.9,NA
2023.09.06,00:00:00,23.59,Olympia,1575,1568,3143,10.8,26.3,0,0,12.8,NA
2023.09.07,00:00:00,23.59,Olympia,1448,1459,2907,12.1,26.2,0,0,12.7,NA
2023.09.08,00:00:00,23.59,Olympia,1328,1320,2648,12.2,28,0,0,12.5,NA
2023.09.09,00:00:00,23.59,Olympia,1370,1249,2619,14.5,29.5,0,0,12.2,NA
2023.09.10,00:00:00,23.59,Olympia,1407,1324,2731,16.1,29.2,0,5,12.2,NA
2023.09.11,00:00:00,23.59,Olympia,1463,1483,2946,16.3,30.7,0,23,11.8,NA
2023.09.12,00:00:00,23.59,Olympia,1455,1524,2979,15.1,30.3,0.1,84,10.8,NA
2023.09.13,00:00:00,23.59,Olympia,659,686,1345,16.1,22.8,19.9,98,0.7,NA
2023.09.14,00:00:00,23.59,Olympia,1292,1317,2609,15.7,22.3,0,78,4.8,NA
2023.09.15,00:00:00,23.59,Olympia,1471,1492,2963,13.5,23.6,0,29,8.3,NA
2023.09.16,00:00:00,23.59,Olympia,1102,1219,2321,12.5,26.3,0,9,12,NA
2023.09.17,00:00:00,23.59,Olympia,1266,1203,2469,13.7,28.3,0,63,9.7,NA
2023.09.18,00:00:00,23.59,Olympia,1003,986,1989,14.7,23,1.1,89,2.8,NA
2023.09.19,00:00:00,23.59,Olympia,1381,1440,2821,15.1,22.9,0,83,8.2,NA
2023.09.20,00:00:00,23.59,Olympia,1502,1535,3037,12.1,25,0,30,12,NA
2023.09.21,00:00:00,23.59,Olympia,1428,1520,2948,13.2,28.5,1.7,65,10,NA
2023.09.22,00:00:00,23.59,Olympia,442,444,886,11.2,18.2,12.8,96,0,NA
2023.09.23,00:00:00,23.59,Olympia,696,663,1359,11.2,15.2,0,98,1,NA
2023.09.24,00:00:00,23.59,Olympia,1622,1568,3190,7.8,18.1,0,24,9.7,NA
2023.09.25,00:00:00,23.59,Olympia,1372,1423,2795,7,20.1,0,6,11.7,NA
2023.09.26,00:00:00,23.59,Olympia,1422,1470,2892,8.6,22.1,0,69,11.4,NA
2023.09.27,00:00:00,23.59,Olympia,1413,1471,2884,10.1,23.7,0,30,11.1,NA
2023.09.28,00:00:00,23.59,Olympia,1365,1398,2763,12,25.9,0,43,11.1,NA
2023.09.29,00:00:00,23.59,Olympia,1219,1324,2543,10.2,27,0,51,10.8,NA
2023.09.30,00:00:00,23.59,Olympia,873,953,1826,10.8,20.3,0,76,3.7,NA
2023.09.01,00:00:00,23.59,Hirsch,763,797,1560,13.1,25,0,86,7.2,NA
2023.09.02,00:00:00,23.59,Hirsch,633,663,1296,12.8,26.7,0,35,12.8,NA
2023.09.03,00:00:00,23.59,Hirsch,678,618,1296,14.2,24.4,0,80,7.6,NA
2023.09.04,00:00:00,23.59,Hirsch,1280,1324,2604,13.6,25.2,0,29,12.9,NA
2023.09.05,00:00:00,23.59,Hirsch,1372,1439,2811,12.1,24.8,0,6,12.9,NA
2023.09.06,00:00:00,23.59,Hirsch,1332,1409,2741,10.8,26.3,0,0,12.8,NA
2023.09.07,00:00:00,23.59,Hirsch,1517,1553,3070,12.1,26.2,0,0,12.7,NA
2023.09.08,00:00:00,23.59,Hirsch,1162,1240,2402,12.2,28,0,0,12.5,NA
2023.09.09,00:00:00,23.59,Hirsch,632,702,1334,14.5,29.5,0,0,12.2,NA
2023.09.10,00:00:00,23.59,Hirsch,773,740,1513,16.1,29.2,0,5,12.2,NA
2023.09.11,00:00:00,23.59,Hirsch,1403,1465,2868,16.3,30.7,0,23,11.8,NA
2023.09.12,00:00:00,23.59,Hirsch,1515,1505,3020,15.1,30.3,0.1,84,10.8,NA
2023.09.13,00:00:00,23.59,Hirsch,703,745,1448,16.1,22.8,19.9,98,0.7,NA
2023.09.14,00:00:00,23.59,Hirsch,1223,1238,2461,15.7,22.3,0,78,4.8,NA
2023.09.15,00:00:00,23.59,Hirsch,1114,1197,2311,13.5,23.6,0,29,8.3,NA
2023.09.16,00:00:00,23.59,Hirsch,707,751,1458,12.5,26.3,0,9,12,NA
2023.09.17,00:00:00,23.59,Hirsch,775,820,1595,13.7,28.3,0,63,9.7,NA
2023.09.18,00:00:00,23.59,Hirsch,999,1106,2105,14.7,23,1.1,89,2.8,NA
2023.09.19,00:00:00,23.59,Hirsch,1352,1418,2770,15.1,22.9,0,83,8.2,NA
2023.09.20,00:00:00,23.59,Hirsch,1435,1562,2997,12.1,25,0,30,12,NA
2023.09.21,00:00:00,23.59,Hirsch,1462,1452,2914,13.2,28.5,1.7,65,10,NA
2023.09.22,00:00:00,23.59,Hirsch,373,407,780,11.2,18.2,12.8,96,0,NA
2023.09.23,00:00:00,23.59,Hirsch,394,408,802,11.2,15.2,0,98,1,NA
2023.09.24,00:00:00,23.59,Hirsch,711,766,1477,7.8,18.1,0,24,9.7,NA
2023.09.25,00:00:00,23.59,Hirsch,1285,1333,2618,7,20.1,0,6,11.7,NA
2023.09.26,00:00:00,23.59,Hirsch,1441,1525,2966,8.6,22.1,0,69,11.4,NA
2023.09.27,00:00:00,23.59,Hirsch,1327,1398,2725,10.1,23.7,0,30,11.1,NA
2023.09.28,00:00:00,23.59,Hirsch,1348,1395,2743,12,25.9,0,43,11.1,NA
2023.09.29,00:00:00,23.59,Hirsch,1091,1158,2249,10.2,27,0,51,10.8,NA
2023.09.30,00:00:00,23.59,Hirsch,508,523,1031,10.8,20.3,0,76,3.7,NA
2023.09.01,00:00:00,23.59,Margareten,1852,1934,3786,13.1,25,0,86,7.2,NA
2023.09.02,00:00:00,23.59,Margareten,1744,1719,3463,12.8,26.7,0,35,12.8,NA
2023.09.03,00:00:00,23.59,Margareten,1371,1375,2746,14.2,24.4,0,80,7.6,NA
2023.09.04,00:00:00,23.59,Margareten,350,761,1111,13.6,25.2,0,29,12.9,NA
2023.09.05,00:00:00,23.59,Margareten,NA,NA,NA,12.1,24.8,0,6,12.9,Ausfall nach Beschädigung
2023.09.06,00:00:00,23.59,Margareten,NA,NA,NA,10.8,26.3,0,0,12.8,Ausfall nach Beschädigung
2023.09.07,00:00:00,23.59,Margareten,NA,NA,NA,12.1,26.2,0,0,12.7,Ausfall nach Beschädigung
2023.09.08,00:00:00,23.59,Margareten,NA,NA,NA,12.2,28,0,0,12.5,Ausfall nach Beschädigung
2023.09.09,00:00:00,23.59,Margareten,NA,NA,NA,14.5,29.5,0,0,12.2,Ausfall nach Beschädigung
2023.09.10,00:00:00,23.59,Margareten,NA,NA,NA,16.1,29.2,0,5,12.2,Ausfall nach Beschädigung
2023.09.11,00:00:00,23.59,Margareten,NA,NA,NA,16.3,30.7,0,23,11.8,Ausfall nach Beschädigung
2023.09.12,00:00:00,23.59,Margareten,NA,NA,NA,15.1,30.3,0.1,84,10.8,Ausfall nach Beschädigung
2023.09.13,00:00:00,23.59,Margareten,NA,NA,NA,16.1,22.8,19.9,98,0.7,Ausfall nach Beschädigung
2023.09.14,00:00:00,23.59,Margareten,NA,NA,NA,15.7,22.3,0,78,4.8,Ausfall nach Beschädigung
2023.09.15,00:00:00,23.59,Margareten,NA,NA,NA,13.5,23.6,0,29,8.3,Ausfall nach Beschädigung
2023.09.16,00:00:00,23.59,Margareten,NA,NA,NA,12.5,26.3,0,9,12,Ausfall nach Beschädigung
2023.09.17,00:00:00,23.59,Margareten,NA,NA,NA,13.7,28.3,0,63,9.7,Ausfall nach Beschädigung
2023.09.18,00:00:00,23.59,Margareten,NA,NA,NA,14.7,23,1.1,89,2.8,Ausfall nach Beschädigung
2023.09.19,00:00:00,23.59,Margareten,NA,NA,NA,15.1,22.9,0,83,8.2,Ausfall nach Beschädigung
2023.09.20,00:00:00,23.59,Margareten,NA,NA,NA,12.1,25,0,30,12,Ausfall nach Beschädigung
2023.09.21,00:00:00,23.59,Margareten,NA,NA,NA,13.2,28.5,1.7,65,10,Ausfall nach Beschädigung
2023.09.22,00:00:00,23.59,Margareten,NA,NA,NA,11.2,18.2,12.8,96,0,Ausfall nach Beschädigung
2023.09.23,00:00:00,23.59,Margareten,NA,NA,NA,11.2,15.2,0,98,1,Ausfall nach Beschädigung
2023.09.24,00:00:00,23.59,Margareten,NA,NA,NA,7.8,18.1,0,24,9.7,Ausfall nach Beschädigung
2023.09.25,00:00:00,23.59,Margareten,NA,NA,NA,7,20.1,0,6,11.7,Ausfall nach Beschädigung
2023.09.26,00:00:00,23.59,Margareten,NA,NA,NA,8.6,22.1,0,69,11.4,Ausfall nach Beschädigung
2023.09.27,00:00:00,23.59,Margareten,NA,NA,NA,10.1,23.7,0,30,11.1,Ausfall nach Beschädigung
2023.09.28,00:00:00,23.59,Margareten,NA,NA,NA,12,25.9,0,43,11.1,Ausfall nach Beschädigung
2023.09.29,00:00:00,23.59,Margareten,NA,NA,NA,10.2,27,0,51,10.8,Ausfall nach Beschädigung
2023.09.30,00:00:00,23.59,Margareten,NA,NA,NA,10.8,20.3,0,76,3.7,Ausfall nach Beschädigung
2023.09.01,00:00:00,23.59,Erhardt,1879,1940,3819,13.1,25,0,86,7.2,NA
2023.09.02,00:00:00,23.59,Erhardt,2132,2175,4307,12.8,26.7,0,35,12.8,NA
2023.09.03,00:00:00,23.59,Erhardt,1771,1855,3626,14.2,24.4,0,80,7.6,NA
2023.09.04,00:00:00,23.59,Erhardt,3402,3205,6607,13.6,25.2,0,29,12.9,NA
2023.09.05,00:00:00,23.59,Erhardt,4041,3754,7795,12.1,24.8,0,6,12.9,NA
2023.09.06,00:00:00,23.59,Erhardt,4188,3854,8042,10.8,26.3,0,0,12.8,NA
2023.09.07,00:00:00,23.59,Erhardt,4224,4012,8236,12.1,26.2,0,0,12.7,NA
2023.09.08,00:00:00,23.59,Erhardt,4063,3683,7746,12.2,28,0,0,12.5,NA
2023.09.09,00:00:00,23.59,Erhardt,3698,3260,6958,14.5,29.5,0,0,12.2,NA
2023.09.10,00:00:00,23.59,Erhardt,3757,3388,7145,16.1,29.2,0,5,12.2,NA
2023.09.11,00:00:00,23.59,Erhardt,4047,3833,7880,16.3,30.7,0,23,11.8,NA
2023.09.12,00:00:00,23.59,Erhardt,4429,4137,8566,15.1,30.3,0.1,84,10.8,NA
2023.09.13,00:00:00,23.59,Erhardt,1810,1828,3638,16.1,22.8,19.9,98,0.7,NA
2023.09.14,00:00:00,23.59,Erhardt,3295,3110,6405,15.7,22.3,0,78,4.8,NA
2023.09.15,00:00:00,23.59,Erhardt,3808,3492,7300,13.5,23.6,0,29,8.3,NA
2023.09.16,00:00:00,23.59,Erhardt,3231,3032,6263,12.5,26.3,0,9,12,NA
2023.09.17,00:00:00,23.59,Erhardt,3175,3276,6451,13.7,28.3,0,63,9.7,NA
2023.09.18,00:00:00,23.59,Erhardt,2559,2516,5075,14.7,23,1.1,89,2.8,NA
2023.09.19,00:00:00,23.59,Erhardt,3352,3152,6504,15.1,22.9,0,83,8.2,NA
2023.09.20,00:00:00,23.59,Erhardt,3932,3598,7530,12.1,25,0,30,12,NA
2023.09.21,00:00:00,23.59,Erhardt,4047,3690,7737,13.2,28.5,1.7,65,10,NA
2023.09.22,00:00:00,23.59,Erhardt,1194,1109,2303,11.2,18.2,12.8,96,0,NA
2023.09.23,00:00:00,23.59,Erhardt,1665,1506,3171,11.2,15.2,0,98,1,NA
2023.09.24,00:00:00,23.59,Erhardt,2469,2271,4740,7.8,18.1,0,24,9.7,NA
2023.09.25,00:00:00,23.59,Erhardt,3172,2948,6120,7,20.1,0,6,11.7,NA
2023.09.26,00:00:00,23.59,Erhardt,3519,3328,6847,8.6,22.1,0,69,11.4,NA
2023.09.27,00:00:00,23.59,Erhardt,3485,3376,6861,10.1,23.7,0,30,11.1,NA
2023.09.28,00:00:00,23.59,Erhardt,3540,3346,6886,12,25.9,0,43,11.1,NA
2023.09.29,00:00:00,23.59,Erhardt,3249,3114,6363,10.2,27,0,51,10.8,NA
2023.09.30,00:00:00,23.59,Erhardt,2402,2336,4738,10.8,20.3,0,76,3.7,NA
2023.10.01,00:00:00,23.59,Arnulf,1238,85,1323,9.3,23.5,0,16,10.9,NA
2023.10.02,00:00:00,23.59,Arnulf,1696,136,1832,9.7,26.3,0,40,11.1,NA
2023.10.03,00:00:00,23.59,Arnulf,1067,68,1135,12.2,27.6,0.1,46,9.9,NA
2023.10.04,00:00:00,23.59,Arnulf,1829,96,1925,7.8,18.6,0,54,8.9,NA
2023.10.05,00:00:00,23.59,Arnulf,1733,101,1834,6.7,18.2,0,85,6.1,NA
2023.10.06,00:00:00,23.59,Arnulf,1589,94,1683,6.3,20.8,0,56,10.3,NA
2023.10.07,00:00:00,23.59,Arnulf,1109,75,1184,8,21.4,0,63,5.2,NA
2023.10.08,00:00:00,23.59,Arnulf,867,60,927,12.5,20.7,0,100,0.6,NA
2023.10.09,00:00:00,23.59,Arnulf,1619,98,1717,12.2,23.3,0.2,100,1.2,NA
2023.10.10,00:00:00,23.59,Arnulf,1846,103,1949,11.5,24.8,0,81,9.4,NA
2023.10.11,00:00:00,23.59,Arnulf,2002,108,2110,13,26.1,0,28,10.1,NA
2023.10.12,00:00:00,23.59,Arnulf,1776,110,1886,14.3,26,0,91,4.6,NA
2023.10.13,00:00:00,23.59,Arnulf,1743,90,1833,12.5,28.2,0,35,9.8,NA
2023.10.14,00:00:00,23.59,Arnulf,710,38,748,9.8,21,4.8,93,1.5,NA
2023.10.15,00:00:00,23.59,Arnulf,495,40,535,2.8,10.1,1.8,68,2.5,NA
2023.10.16,00:00:00,23.59,Arnulf,1419,81,1500,0.9,11.1,0,68,10.4,NA
2023.10.17,00:00:00,23.59,Arnulf,1436,70,1506,0.9,8.9,0,91,1.1,NA
2023.10.18,00:00:00,23.59,Arnulf,1458,92,1550,2.2,12.8,1.6,98,5.1,NA
2023.10.19,00:00:00,23.59,Arnulf,1348,65,1413,7,18.1,0.2,99,0.6,NA
2023.10.20,00:00:00,23.59,Arnulf,1316,94,1410,10,21.6,0,94,2.2,NA
2023.10.21,00:00:00,23.59,Arnulf,1054,72,1126,10.1,19,3.6,75,5.3,NA
2023.10.22,00:00:00,23.59,Arnulf,937,74,1011,7.8,16.7,0,69,7.4,NA
2023.10.23,00:00:00,23.59,Arnulf,1552,103,1655,5.8,15.7,0,96,4.4,NA
2023.10.24,00:00:00,23.59,Arnulf,1237,65,1302,8.1,11.7,3,95,0,NA
2023.10.25,00:00:00,23.59,Arnulf,1591,75,1666,8.4,18.3,1.2,78,7.4,NA
2023.10.26,00:00:00,23.59,Arnulf,1070,59,1129,8,14.3,17.2,88,0.1,NA
2023.10.27,00:00:00,23.59,Arnulf,952,66,1018,8.1,14.2,1.1,73,3.1,NA
2023.10.28,00:00:00,23.59,Arnulf,892,33,925,9.1,16.5,0,79,8,NA
2023.10.29,00:00:00,23.59,Arnulf,833,50,883,8,20.1,0,99,5.7,NA
2023.10.30,00:00:00,23.59,Arnulf,1263,66,1329,6.7,16,10.4,94,3.6,NA
2023.10.31,00:00:00,23.59,Arnulf,927,63,990,9,11.9,0.7,98,0.2,NA
2023.10.01,00:00:00,23.59,Olympia,1274,1294,2568,9.3,23.5,0,16,10.9,NA
2023.10.02,00:00:00,23.59,Olympia,1185,1297,2482,9.7,26.3,0,40,11.1,NA
2023.10.03,00:00:00,23.59,Olympia,1222,1321,2543,12.2,27.6,0.1,46,9.9,NA
2023.10.04,00:00:00,23.59,Olympia,1226,1315,2541,7.8,18.6,0,54,8.9,NA
2023.10.05,00:00:00,23.59,Olympia,1202,1185,2387,6.7,18.2,0,85,6.1,NA
2023.10.06,00:00:00,23.59,Olympia,1432,1503,2935,6.3,20.8,0,56,10.3,NA
2023.10.07,00:00:00,23.59,Olympia,1526,1550,3076,8,21.4,0,63,5.2,NA
2023.10.08,00:00:00,23.59,Olympia,3619,2835,6454,12.5,20.7,0,100,0.6,NA
2023.10.09,00:00:00,23.59,Olympia,1159,1204,2363,12.2,23.3,0.2,100,1.2,NA
2023.10.10,00:00:00,23.59,Olympia,1427,1494,2921,11.5,24.8,0,81,9.4,NA
2023.10.11,00:00:00,23.59,Olympia,1437,1566,3003,13,26.1,0,28,10.1,NA
2023.10.12,00:00:00,23.59,Olympia,1247,1323,2570,14.3,26,0,91,4.6,NA
2023.10.13,00:00:00,23.59,Olympia,1504,1476,2980,12.5,28.2,0,35,9.8,NA
2023.10.14,00:00:00,23.59,Olympia,520,535,1055,9.8,21,4.8,93,1.5,NA
2023.10.15,00:00:00,23.59,Olympia,479,449,928,2.8,10.1,1.8,68,2.5,NA
2023.10.16,00:00:00,23.59,Olympia,1250,1257,2507,0.9,11.1,0,68,10.4,NA
2023.10.17,00:00:00,23.59,Olympia,1165,1259,2424,0.9,8.9,0,91,1.1,NA
2023.10.18,00:00:00,23.59,Olympia,1116,1209,2325,2.2,12.8,1.6,98,5.1,NA
2023.10.19,00:00:00,23.59,Olympia,1172,1218,2390,7,18.1,0.2,99,0.6,NA
2023.10.20,00:00:00,23.59,Olympia,1082,1099,2181,10,21.6,0,94,2.2,NA
2023.10.21,00:00:00,23.59,Olympia,922,876,1798,10.1,19,3.6,75,5.3,NA
2023.10.22,00:00:00,23.59,Olympia,1023,1046,2069,7.8,16.7,0,69,7.4,NA
2023.10.23,00:00:00,23.59,Olympia,1329,1318,2647,5.8,15.7,0,96,4.4,NA
2023.10.24,00:00:00,23.59,Olympia,1015,1071,2086,8.1,11.7,3,95,0,NA
2023.10.25,00:00:00,23.59,Olympia,1278,1340,2618,8.4,18.3,1.2,78,7.4,NA
2023.10.26,00:00:00,23.59,Olympia,863,883,1746,8,14.3,17.2,88,0.1,NA
2023.10.27,00:00:00,23.59,Olympia,785,782,1567,8.1,14.2,1.1,73,3.1,NA
2023.10.28,00:00:00,23.59,Olympia,805,806,1611,9.1,16.5,0,79,8,NA
2023.10.29,00:00:00,23.59,Olympia,952,852,1804,8,20.1,0,99,5.7,NA
2023.10.30,00:00:00,23.59,Olympia,1076,1095,2171,6.7,16,10.4,94,3.6,NA
2023.10.31,00:00:00,23.59,Olympia,747,731,1478,9,11.9,0.7,98,0.2,NA
2023.10.01,00:00:00,23.59,Hirsch,688,695,1383,9.3,23.5,0,16,10.9,NA
2023.10.02,00:00:00,23.59,Hirsch,992,1114,2106,9.7,26.3,0,40,11.1,NA
2023.10.03,00:00:00,23.59,Hirsch,782,835,1617,12.2,27.6,0.1,46,9.9,NA
2023.10.04,00:00:00,23.59,Hirsch,1224,1255,2479,7.8,18.6,0,54,8.9,NA
2023.10.05,00:00:00,23.59,Hirsch,1174,1226,2400,6.7,18.2,0,85,6.1,NA
2023.10.06,00:00:00,23.59,Hirsch,950,984,1934,6.3,20.8,0,56,10.3,NA
2023.10.07,00:00:00,23.59,Hirsch,578,641,1219,8,21.4,0,63,5.2,NA
2023.10.08,00:00:00,23.59,Hirsch,471,439,910,12.5,20.7,0,100,0.6,NA
2023.10.09,00:00:00,23.59,Hirsch,1131,1187,2318,12.2,23.3,0.2,100,1.2,NA
2023.10.10,00:00:00,23.59,Hirsch,1364,1396,2760,11.5,24.8,0,81,9.4,NA
2023.10.11,00:00:00,23.59,Hirsch,1378,1447,2825,13,26.1,0,28,10.1,NA
2023.10.12,00:00:00,23.59,Hirsch,1259,1281,2540,14.3,26,0,91,4.6,NA
2023.10.13,00:00:00,23.59,Hirsch,1095,1165,2260,12.5,28.2,0,35,9.8,NA
2023.10.14,00:00:00,23.59,Hirsch,298,298,596,9.8,21,4.8,93,1.5,NA
2023.10.15,00:00:00,23.59,Hirsch,207,201,408,2.8,10.1,1.8,68,2.5,NA
2023.10.16,00:00:00,23.59,Hirsch,1048,1079,2127,0.9,11.1,0,68,10.4,NA
2023.10.17,00:00:00,23.59,Hirsch,1029,1065,2094,0.9,8.9,0,91,1.1,NA
2023.10.18,00:00:00,23.59,Hirsch,967,1038,2005,2.2,12.8,1.6,98,5.1,NA
2023.10.19,00:00:00,23.59,Hirsch,1038,1070,2108,7,18.1,0.2,99,0.6,NA
2023.10.20,00:00:00,23.59,Hirsch,861,878,1739,10,21.6,0,94,2.2,NA
2023.10.21,00:00:00,23.59,Hirsch,530,553,1083,10.1,19,3.6,75,5.3,NA
2023.10.22,00:00:00,23.59,Hirsch,573,582,1155,7.8,16.7,0,69,7.4,NA
2023.10.23,00:00:00,23.59,Hirsch,1154,1179,2333,5.8,15.7,0,96,4.4,NA
2023.10.24,00:00:00,23.59,Hirsch,879,940,1819,8.1,11.7,3,95,0,NA
2023.10.25,00:00:00,23.59,Hirsch,1067,1112,2179,8.4,18.3,1.2,78,7.4,NA
2023.10.26,00:00:00,23.59,Hirsch,733,753,1486,8,14.3,17.2,88,0.1,NA
2023.10.27,00:00:00,23.59,Hirsch,529,571,1100,8.1,14.2,1.1,73,3.1,NA
2023.10.28,00:00:00,23.59,Hirsch,449,508,957,9.1,16.5,0,79,8,NA
2023.10.29,00:00:00,23.59,Hirsch,544,512,1056,8,20.1,0,99,5.7,NA
2023.10.30,00:00:00,23.59,Hirsch,858,930,1788,6.7,16,10.4,94,3.6,NA
2023.10.31,00:00:00,23.59,Hirsch,551,590,1141,9,11.9,0.7,98,0.2,NA
2023.10.01,00:00:00,23.59,Margareten,NA,NA,NA,9.3,23.5,0,16,10.9,Ausfall nach Beschädigung
2023.10.02,00:00:00,23.59,Margareten,NA,NA,NA,9.7,26.3,0,40,11.1,Ausfall nach Beschädigung
2023.10.03,00:00:00,23.59,Margareten,NA,NA,NA,12.2,27.6,0.1,46,9.9,Ausfall nach Beschädigung
2023.10.04,00:00:00,23.59,Margareten,NA,NA,NA,7.8,18.6,0,54,8.9,Ausfall nach Beschädigung
2023.10.05,00:00:00,23.59,Margareten,NA,NA,NA,6.7,18.2,0,85,6.1,Ausfall nach Beschädigung
2023.10.06,00:00:00,23.59,Margareten,NA,NA,NA,6.3,20.8,0,56,10.3,Ausfall nach Beschädigung
2023.10.07,00:00:00,23.59,Margareten,NA,NA,NA,8,21.4,0,63,5.2,Ausfall nach Beschädigung
2023.10.08,00:00:00,23.59,Margareten,NA,NA,NA,12.5,20.7,0,100,0.6,Ausfall nach Beschädigung
2023.10.09,00:00:00,23.59,Margareten,NA,NA,NA,12.2,23.3,0.2,100,1.2,Ausfall nach Beschädigung
2023.10.10,00:00:00,23.59,Margareten,NA,NA,NA,11.5,24.8,0,81,9.4,Ausfall nach Beschädigung
2023.10.11,00:00:00,23.59,Margareten,NA,NA,NA,13,26.1,0,28,10.1,Ausfall nach Beschädigung
2023.10.12,00:00:00,23.59,Margareten,NA,NA,NA,14.3,26,0,91,4.6,Ausfall nach Beschädigung
2023.10.13,00:00:00,23.59,Margareten,NA,NA,NA,12.5,28.2,0,35,9.8,Ausfall nach Beschädigung
2023.10.14,00:00:00,23.59,Margareten,NA,NA,NA,9.8,21,4.8,93,1.5,Ausfall nach Beschädigung
2023.10.15,00:00:00,23.59,Margareten,NA,NA,NA,2.8,10.1,1.8,68,2.5,Ausfall nach Beschädigung
2023.10.16,00:00:00,23.59,Margareten,NA,NA,NA,0.9,11.1,0,68,10.4,Ausfall nach Beschädigung
2023.10.17,00:00:00,23.59,Margareten,NA,NA,NA,0.9,8.9,0,91,1.1,Ausfall nach Beschädigung
2023.10.18,00:00:00,23.59,Margareten,NA,NA,NA,2.2,12.8,1.6,98,5.1,Ausfall nach Beschädigung
2023.10.19,00:00:00,23.59,Margareten,NA,NA,NA,7,18.1,0.2,99,0.6,Ausfall nach Beschädigung
2023.10.20,00:00:00,23.59,Margareten,NA,NA,NA,10,21.6,0,94,2.2,Ausfall nach Beschädigung
2023.10.21,00:00:00,23.59,Margareten,NA,NA,NA,10.1,19,3.6,75,5.3,Ausfall nach Beschädigung
2023.10.22,00:00:00,23.59,Margareten,NA,NA,NA,7.8,16.7,0,69,7.4,Ausfall nach Beschädigung
2023.10.23,00:00:00,23.59,Margareten,NA,NA,NA,5.8,15.7,0,96,4.4,Ausfall nach Beschädigung
2023.10.24,00:00:00,23.59,Margareten,NA,NA,NA,8.1,11.7,3,95,0,Ausfall nach Beschädigung
2023.10.25,00:00:00,23.59,Margareten,NA,NA,NA,8.4,18.3,1.2,78,7.4,Ausfall nach Beschädigung
2023.10.26,00:00:00,23.59,Margareten,NA,NA,NA,8,14.3,17.2,88,0.1,Ausfall nach Beschädigung
2023.10.27,00:00:00,23.59,Margareten,NA,NA,NA,8.1,14.2,1.1,73,3.1,Ausfall nach Beschädigung
2023.10.28,00:00:00,23.59,Margareten,NA,NA,NA,9.1,16.5,0,79,8,Ausfall nach Beschädigung
2023.10.29,00:00:00,23.59,Margareten,NA,NA,NA,8,20.1,0,99,5.7,Ausfall nach Beschädigung
2023.10.30,00:00:00,23.59,Margareten,NA,NA,NA,6.7,16,10.4,94,3.6,Ausfall nach Beschädigung
2023.10.31,00:00:00,23.59,Margareten,NA,NA,NA,9,11.9,0.7,98,0.2,Ausfall nach Beschädigung
2023.10.01,00:00:00,23.59,Erhardt,2774,2460,5234,9.3,23.5,0,16,10.9,NA
2023.10.02,00:00:00,23.59,Erhardt,2968,2848,5816,9.7,26.3,0,40,11.1,NA
2023.10.03,00:00:00,23.59,Erhardt,3046,2812,5858,12.2,27.6,0.1,46,9.9,NA
2023.10.04,00:00:00,23.59,Erhardt,3172,3224,6396,7.8,18.6,0,54,8.9,NA
2023.10.05,00:00:00,23.59,Erhardt,3026,2976,6002,6.7,18.2,0,85,6.1,NA
2023.10.06,00:00:00,23.59,Erhardt,2907,2868,5775,6.3,20.8,0,56,10.3,NA
2023.10.07,00:00:00,23.59,Erhardt,2407,2337,4744,8,21.4,0,63,5.2,NA
2023.10.08,00:00:00,23.59,Erhardt,2223,2322,4545,12.5,20.7,0,100,0.6,NA
2023.10.09,00:00:00,23.59,Erhardt,2853,2783,5636,12.2,23.3,0.2,100,1.2,NA
2023.10.10,00:00:00,23.59,Erhardt,3480,3412,6892,11.5,24.8,0,81,9.4,NA
2023.10.11,00:00:00,23.59,Erhardt,3654,3575,7229,13,26.1,0,28,10.1,NA
2023.10.12,00:00:00,23.59,Erhardt,3472,3385,6857,14.3,26,0,91,4.6,NA
2023.10.13,00:00:00,23.59,Erhardt,3704,3658,7362,12.5,28.2,0,35,9.8,NA
2023.10.14,00:00:00,23.59,Erhardt,1591,1598,3189,9.8,21,4.8,93,1.5,NA
2023.10.15,00:00:00,23.59,Erhardt,1090,1033,2123,2.8,10.1,1.8,68,2.5,NA
2023.10.16,00:00:00,23.59,Erhardt,2518,2560,5078,0.9,11.1,0,68,10.4,NA
2023.10.17,00:00:00,23.59,Erhardt,2545,2472,5017,0.9,8.9,0,91,1.1,NA
2023.10.18,00:00:00,23.59,Erhardt,2599,2555,5154,2.2,12.8,1.6,98,5.1,NA
2023.10.19,00:00:00,23.59,Erhardt,2788,2649,5437,7,18.1,0.2,99,0.6,NA
2023.10.20,00:00:00,23.59,Erhardt,2567,2507,5074,10,21.6,0,94,2.2,NA
2023.10.21,00:00:00,23.59,Erhardt,2331,2061,4392,10.1,19,3.6,75,5.3,NA
2023.10.22,00:00:00,23.59,Erhardt,2654,2456,5110,7.8,16.7,0,69,7.4,NA
2023.10.23,00:00:00,23.59,Erhardt,2732,2724,5456,5.8,15.7,0,96,4.4,NA
2023.10.24,00:00:00,23.59,Erhardt,2171,2101,4272,8.1,11.7,3,95,0,NA
